SampledDate,% Volatile Suspended Solids,Ammonia as N,Analysis Date/Time,Arsenic,Biochemical Oxygen Demand,Cadmium,Calcium,Chemical Oxygen Demand,Chromium,Cobalt,Copper,Dissolved Oxygen,Hardness,LC50 Static 48Hr Acute Ceriodaphnia,LC50 Static 48Hr Acute Pimephales,Lead,Magnesium,Mercury,Method Reference,Molybdenum,Nickel,Oil and Grease (HEM),Organic Nitrogen,Phosphorus-total,Sample Amount,Selenium,Settleable Solids,Soluble BOD,Subcontract Lab ID,Sulfur,TSS - Change in Wt,Total Alkalinity (as CaCO3),Total Nitrogen,Total Suspended Solids,Volatile Suspended Solids,Zinc,pH
2024-11-19,95,31.6,,,170,,,290,,,,6.56,,,,,,,,,,,,,1000,,<0.5,91,,29.8,0.12,,,84,80,,7.49
2024-11-20,96,14.9,,,144,,,121,,,,4.02,,,,,,,,,,,,,1000,,<0.5,64,,21.9,0.33,,,92,88,,7.37
2024-11-21,95,18.2,,,208,,,105,,,,7.42,,,,,,,,,,,,,1000,,<0.5,169,,16.4,0.00,,,113,107,,7.44
2024-11-22,93,23.4,,,127,,,252,,,,3.89,,,,,,,,,,,,,1000,,<0.5,86,,32.9,1.81,,,72,67,,7.60
2024-11-23,93,16.8,,,94,,,144,,,,3.71,,,,,,,,,,,,,1000,,<0.5,72,,30.9,0.42,,,72,67,,7.60
2024-11-24,97,16.4,,,103,,,377,,,,0.50,,,,,,,,,,,,,1000,,<0.5,121,,25.4,2.92,,,59,57,,7.54
2024-11-25,96,34.2,,,105,,,443,,,,1.19,,,,,,,,,,,,,1000,,<0.5,375,,23.8,1.05,,,95,91,,7.55
2024-11-26,94.49275362,38.1,,,240,,,1064,,,,4.77,,,,,,,,,,,,,1000,,<0.5,106,,26.6,2.03,,,345,326,,7.98
2024-11-27,99,34.9,,,196,,,488,,,,4.02,,,,,,,,,,,,,1000,,<0.5,140,,22,0.31,,,127,126,,7.37
2024-11-28,96,50.3,,,175,,,566,,,,4.97,,,,,,,,,,,,,1000,,<0.5,126,,27.2,0.81,,,124,118,,7.54
2024-11-29,99,37.8,,,124,,,404,,,,5.15,,,,,,,,,,,,,1000,,<0.5,69,,29.9,0.57,,,88,86,,7.38
2024-11-30,97,34.6,,,122,,,458,,,,3.45,,,,,,,,,,,,,1000,,<0.5,80,,26.9,0.11,,,91,89,,7.59
2024-12-01,96,27.6,,,112,,,308,,,,6.24,,,,,,,,,,,9.8,7.36,1000,,<0.5,73,,28.1,1.19,,37.4,59,56,,7.52
2024-12-02,92,23.7,,,98,,,393,,,,7.04,,,,,,,,,,,,,1000,,<0.5,34,,26.2,1.02,,,79,73,,7.45
2024-12-03,94,38.8,,,189,,,518,,,,8.76,,,,,,,,,,,,,1000,,<0.5,78,,22.3,1.47,,,102,96,,7.49
2024-12-04,93,30,,,136,,,496,,,,7.99,,,,,,,,,,13.7,,,1000,,<0.5,102,,23.7,3.84,,,83,78,,7.46
2024-12-05,100,17.1,,,116,,,371,,,,8.33,,,,,,,,,,,,,1000,,<0.5,87,,30.4,1.12,,,54,54,,7.39
2024-12-06,94,16.5,,,95,,,349,,,,8.04,,,,,,,,,,,,,1000,,<0.5,72,,32.3,0.30,,,66,62,,7.37
2024-12-07,94,19.3,,,228,,,400,,,,4.81,,,,,,,,,,,,,1000,,<0.5,112,,28.8,0.00,,,78,73,,7.27
2024-12-08,91,22.4,,,204,,,343,,,,1.66,,,,,,,,,,,,,1000,,<0.5,71,,72.5,1.03,,,68,62,,7.46
2024-12-09,88,21.3,,,255,,,593,,,,2.67,,,,,,,,,,,,,1000,,1,60,,35.2,2.74,,,263,231,,7.49
2024-12-10,84,17.3,,,116,,,411,,,,8.91,,,,,,,,,,,,,1000,,<0.5,86,,39.8,0.95,,,147,124,,6.00
2024-12-11,90,19.3,,,59,,,320,,,,7.30,,,,,,,,,,,,,1000,,<0.5,31,,35.3,1.96,,,59,54,,7.37
2024-12-12,88,25.1,,,145,,,482,,,,7.70,,,,,,,,,,,,,1000,,<0.5,110,,33.2,0.84,,,167,148,,7.35
2024-12-13,83,23.6,,,114,,,101,,,,8.29,,,,,,,,,,,,,1000,,<0.5,81,,32.5,2.89,,,138,114,,7.25
2024-12-14,87,25.8,,,96,,,365,,,,7.45,,,,,,,,,,,,,1000,,<0.5,64,,30.2,2.09,,,96,83,,7.34
2024-12-15,94,40.6,,,129,,,511,,,,0.78,,,,,,,,,,,,,1000,,<0.5,86,,30.7,0.13,,,155,146,,7.31
2024-12-16,95,26.1,1/7/2025 15:24,<0.0100,92,<0.0020,,340,<0.0050,<0.0100,0.011,5.28,,,,<0.0060,,<0.00020,EPA-245.1,0.0077,0.0088,,,,1000,<0.0100,<0.5,55,Waypoint Analytical LLC.,30.1,0.38,,,106,100,0.0284,7.49
2024-12-17,90,16.7,,,243,,,656,,,,0.43,,,,,,,,,,,,,1000,,1.5,55,,35.5,0.39,,,380,344,,7.51
2024-12-18,88,12,,,365,,,1152,,,,3.37,,,,,,,,,,,,,1000,,250,48,,31.3,0.10,,,685,599,,7.26
2024-12-19,99,7.46,,,46,,,135,,,,3.00,,,,,,,,,,,,,1000,,<0.5,34,,28.4,2.48,,,40,40,,7.37
2024-12-20,89,12.9,,,53,,,232,,,,3.68,,,,,,,,,,,,,1000,,<0.5,42,,29.4,1.21,,,38,34,,7.39
2024-12-21,98,14.7,,,41,,,214,,,,3.20,,,,,,,,,,,,,1000,,<0.5,33,,32.9,2.13,,,38,37,,7.50
2024-12-22,91,20.8,,,45,,,210,,,,8.99,,,,,,,,,,,,,1000,,<0.5,30,,30.9,1.57,,,38,35,,7.55
2024-12-23,96,37.5,,,59,,,266,,,,8.90,,,,,,,,,,,,,1000,,<0.5,46,,27.7,1.99,,,65,62,,7.44
2024-12-24,91,45.8,,,51,,,318,,,,8.68,,,,,,,,,,,,,1000,,<0.5,41,,31.2,1.41,,,106,97,,7.68
2024-12-25,92,34.4,,,63,,,1250,,,,7.60,,,,,,,,,,,,,1000,,<0.5,27,,30.2,1.65,,,61,56,,7.57
2024-12-26,90,39.4,,,58,,,285,,,,8.99,,,,,,,,,,,,,1000,,<0.5,29,,28.1,0.19,,,54,48,,7.45
2024-12-27,92,36.7,,,135,,,355,,,,1.20,,,,,,,,,,,,,1000,,100,72,,33.9,0.31,,,483,446,,7.24
2024-12-28,87,14.4,,,37,,,298,,,,8.98,,,,,,,,,,,,,1000,,<0.5,34,,30.9,1.61,,,38,33,,7.30
2024-12-29,95,10.2,,,32,,,156,,,,7.00,,,,,,,,,,,,,1000,,<0.5,45,,20.8,3.91,,,46,44,,7.06
2024-12-30,98,10.3,,,55,,,131,,,,8.56,,,,,,,,,,,,,1000,,<0.5,29,,24.3,2.22,,,22,22,,7.27
2024-12-31,92,13,,,50,,,166,,,,7.94,,,,,,,,,,,,,1000,,<0.5,20,,29.4,2.83,,,21,19,,7.32
2025-01-01,91,16.5,,,25,,,172,,,,5.84,,,,,,,,,,,,,1000,,<0.5,22,,29.8,0.47,,,15,14,,7.49
2025-01-02,83,18.9,,,36,,,201,,,,8.25,,,,,,,,,,,,,1000,,<0.5,24,,25.3,2.65,,,38,31,,7.60
2025-01-03,89,27.3,,,28,,,187,,,,7.83,,,,,,,,,,,,,1000,,<0.5,16,,39.8,1.59,,,25,23,,7.54
2025-01-04,95,17.8,,,24,,,190,,,,6.27,,,,,,,,,,,,,1000,,<0.5,22,,31.3,3.88,,,13,12,,7.46
2025-01-05,88,27.8,,,33,,,193,,,,5.46,,,,,,,,,,,,,1000,,<0.5,29,,38.5,1.52,,,22,19,,7.52
2025-01-06,86,30.1,,,94,,,335,,,,8.42,,,,,,,,,,,,,1000,,<0.5,35,,28.7,1.03,,,98,84,,7.45
2025-01-07,93,23,,,45,,,250,,,,8.20,,,,,,,,,,,,,1000,,<0.5,34,,30.9,0.64,,,31,29,,7.43
2025-01-08,96,26,1/14/2025 15:27,<0.0100,46,<0.0020,,220,<0.0050,<0.0100,0.0068,7.33,,,,<0.0060,,<0.00020,EPA-245.1,0.0107,0.0132,,,,1000,<0.0100,<0.5,29,Waypoint Analytical LLC.,32.9,0.44,,,28,27,0.027,7.42
2025-01-09,99,18,,,23,,,193,,,,7.77,,,,,,,,,,,,,1000,,<0.5,38,,31.6,0.00,,,30,30,,7.47
2025-01-10,85,13.1,,,50,,,237,,,,7.69,,,,,,,,,,,,,1000,,<0.5,37,,30.8,1.22,,,42,36,,7.34
2025-01-11,91,13.4,,,103,,,364,,,,9.00,,,,,,,,,,,,,1000,,.5,20,,27.7,1.57,,,126,115,,7.29
2025-01-12,89,14.1,,,342,,,755,,,,7.16,,,,,,,,,,,,,1000,,40,>61,,27.1,1.32,,,426,379,,7.27
2025-01-13,86,14.3,,,149,,,396,,,,8.97,,,,,,,,,,,,,1000,,0.5,44,,31.3,1.77,,,151,129,,7.41
2025-01-14,90,12.3,,,92,,,352,,,,8.90,,,,,,,,,,,12.1,6.85,1000,,<0.5,,,36.3,1.87,,24.5,107,96,,7.51
2025-01-15,89,22.5,,,126,,,552,,,,7.66,,,,,,,,,,,,,1000,,1.5,,,33.3,0.35,,,189,168,,7.43
2025-01-16,91,13.8,,,46,,,520,,,,8.27,,,,,,,,,,,,,1000,,3.0,,,35.2,1.33,,,225,206,,7.47
2025-01-17,98,16.4,,,267,,,768,,,,2.75,,,,,,,,,,,,,1000,,30,,,33.6,1.32,,,416,408,,7.25
2025-01-18,99,18.8,,,224,,,612,,,,0.50,,,,,,,,,,,,,1000,,32,27,,24.5,2.46,,,271,269,,7.31
2025-01-19,93,18.2,,,146,,,456,,,,1.06,,,,,,,,,,,,,1000,,<0.5,,,28.4,1.16,,,190,176,,7.51
2025-01-20,66,15.3,,,117,,,390,,,,8.86,,,,,,,,,,,,,1000,,0.5,,,34.6,3.10,,,181,120,,7.36
2025-01-21,94,13.6,,,132,,,516,,,,6.98,,,,,,,,,,,,,1000,,1,,,40.7,3.57,,,175,164,,7.33
2025-01-22,91,28.4,,,159,,,522,,,,5.39,,,,,,,,,,,,,1000,,3.5,,,31.2,0.57,,,218,198,,7.42
2025-01-23,88,28.3,,,75,,,304,,,,7.07,,,,,,,,,,,,,1000,,0.5,,,37.2,1.76,,,85,75,,7.39
2025-01-24,90,14.8,,,76,,,305,,,,8.21,,,,,,,,,,,,,1000,,<0.5,,,38.2,0.87,,,70,63,,6.16
2025-01-25,85,12.3,,,102,,,482,,,,8.28,,,,,,,,,,,,,1000,,<1.0,,,36.9,0.92,,,152,130,,7.37
2025-01-26,91,12.5,,,65,,,303,,,,6.49,,,,,,,,,,,,,1000,,<0.5,,,44.9,0.76,,,79,72,,7.37
2025-01-27,98,15.7,,,51,,,277,,,,6.95,,,,,,,,,,,,,1000,,<0.5,,,38.2,2.18,,,64,63,,7.29
2025-01-28,93,14.9,,,155,,,536,,,,0.90,,,,,,,,,,,,,1000,,19,45,,39.2,1.68,,,268,249,,7.19
2025-01-29,92,29.9,,,119,,,424,,,,5.94,,,,,,,,,,,,,1000,,0.5,65,,38.5,2.14,,,138,127,,7.37
2025-01-30,94,49.4,,,228,,,762,,,,8.00,,,,,,,,,,,,,1000,,4,94,,36.4,0.13,,,251,235,,7.46
2025-01-31,99,37.8,,,311,,,602,,,,6.96,,,,,,,,,,,,,1000,,12,,,27.6,0.73,,,273,270,,7.30
2025-02-01,99,18.5,,,69,,,324,,,,6.72,,,,,,,,,,,,,1000,,<0.5,,,27.8,1.89,,,42,42,,7.29
2025-02-02,95,11.3,,,58,,,294,,,,6.36,,,,,,,,,,,8.9,5.28,1000,,<0.5,,,34.4,3.70,,20.2,49,46,,7.25
2025-02-03,95,10.3,,,112,,,1216,,,,8.46,,,,,,,,,,,,,1000,,<0.5,41,,33.2,0.56,,,119,114,,7.15
2025-02-04,94,11.1,,,115,,,434,,,,8.88,,,,,,,,,,,,,1000,,<0.5,43,,34.2,0.59,,,142,133,,7.29
2025-02-05,100,13.9,,,59,,,288,,,,6.14,,,,,,,,,,,,,1000,,<0.5,,,34.4,3.03,,,67,67,,7.27
2025-02-06,97,18.2,,,205,,,574,,,,5.94,,,,,,,,,,,,,1000,,7.5,,,30.1,2.97,,,295,286,,7.22
2025-02-07,90,36.1,,,222,,,653,,,,6.15,,,,,,,,,,,,,1000,,2,,,35.5,0.54,,,122,111,,7.15
2025-02-08,100,28.7,,,44,,,226,,,,8.90,,,,,,,,,,,,,1000,,<0.5,,,35,0.98,,,31,31,,7.47
2025-02-09,96,26.2,,,58,,,282,,,,6.59,,,,,,,,,,,,,1000,,<0.5,,,32.7,2.19,,,32,31,,7.50
2025-02-10,99,23.6,,,56,,,330,,,,6.72,,,,,,,,,,,,,1000,,<0.5,,,33.1,2.65,,,30,29,,7.41
2025-02-11,92,40.8,,,550,,,1410,,,,0.17,,,,,,,,,,,,,1000,,150,,,40,2.33,,,812,743,,7.18
2025-02-12,89,22.6,,,129,,,387,,,,8.23,,,,,,,,,,,,,1000,,<0.5,,,29.1,2.60,,,110,99,,7.19
2025-02-13,93,16.2,,,125,,,1205,,,,2.89,,,,,,,,,,,,,1000,,<0.5,143,,26.1,0.54,,,122,114,,7.17
2025-02-14,89,14.4,,,51,,,207,,,,8.15,,,,,,,,,,,,,1000,,<0.5,,,27.4,0.70,,,29,25,,7.25
2025-02-15,90,10.3,,,119,,,194,,,,8.19,,,,,,,,,,,,,1000,,<0.5,,,20.6,0.56,,,118,106,,7.33
2025-02-16,86,6.85,,,131,,,652,,,,8.12,,,,,,,,,,,,,1000,,8,,,22.7,0.29,,,339,290,,6.94
2025-02-17,91,7.42,,,63,,,430,,,,6.75,,,,,,,,,,,,,1000,,<0.5,,,27.1,3.35,,,53,48,,7.26
2025-02-18,90,8.75,,,48,,,179,,,,7.18,,,,,,,,,,,,,1000,,<0.5,33,,23.1,0.50,,,29,26,,7.33
2025-02-19,93,10.2,,,38,,,144,,,,8.50,,,,,,,,,,,,,1000,,<0.5,27,,23.5,4.28,,,28,26,,7.35
2025-02-20,84,9.45,,,27,,,145,,,,8.10,,,,,,,,,,,,,1000,,<0.5,85,,22.7,2.57,,,25,21,,7.35
2025-02-21,98,7.5,,,30,,,142,,,,6.41,,,,,,,,,,,,,1000,,<0.5,47,,20.4,3.53,,,26,25,,7.07
2025-02-22,96,7.7,,,38,,,148,,,,5.46,,,,,,,,,,,,,1000,,<0.5,307,,21.1,0.98,,,31,29,,7.13
2025-02-23,89,11.1,,,30,,,128,,,,5.64,,,,,,,,,,,,,1000,,<0.5,28,,26.3,4.53,,,21,19,,7.38
2025-02-24,87,26.9,,,69,,,316,,,,5.26,,,,,,,,,,,,,1000,,<0.5,,,21.4,0.46,,,132,115,,7.39
2025-02-25,95,26.1,,,42,,,170,,,,6.20,,,,,,,,,,,,,1000,,<0.5,19,,26.5,2.48,,,32,31,,7.47
2025-02-26,97,16.8,,,45,,,168,,,,6.94,,,,,,,,,,,,,1000,,<0.5,28,,27.3,0.50,,,29,28,,7.40
2025-02-27,93,11.6,,,112,,,314,,,,6.45,,,,,,,,,,,,,1000,,<0.5,83,,25.5,0.76,,,105,98,,7.39
2025-02-28,90,11.5,,,186,,,472,,,,5.73,,,,,,,,,,,,,1000,,1,,,27.1,2.80,,,227,203,,7.25
2025-03-01,96,24,,,50,,,235,,,,5.02,,,,,,,,,,,,,1000,,<0.5,,,27.8,0.30,,,42,40,,7.36
2025-03-02,98,32,,,41,,,194,,,,7.10,,,,,,,,,,,4,1.72,1000,,<0.5,,,28.2,3.81,,36,30,29,,7.60
2025-03-03,97,21.7,,,47,,,183,,,,8.80,,,,,,,,,,,,,1000,,<0.5,26,,27.2,1.26,,,32,31,,7.41
2025-03-04,86,21.5,,,51,,,220,,,,7.94,,,,,,,,,,,,,1000,,<0.5,42,,31,4.81,,,30,25,,7.50
2025-03-05,99,13.9,,,64,,,236,,,,6.34,,,,,,,,,,,,,1000,,<0.5,55,,29.4,2.63,,,43,43,,7.56
2025-03-06,97,22.1,,,49,,,229,,,,8.67,,,,,,,,,,,,,1000,,<0.5,41,,28.9,0.44,,,38,37,,7.48
2025-03-07,95,18.8,,,58,,,293,,,,5.78,,,,,,,,,,,,,1000,,<0.5,,,27.5,1.62,,,49,46,,7.35
2025-03-08,97,11.3,,,47,,,250,,,,7.36,,,,,,,,,,,,,1000,,<0.5,,,28.8,0.68,,,44,43,,7.30
2025-03-09,95,11,,,45,,,1469,,,,8.91,,,,,,,,,,,,,1000,,<0.5,,,27.3,0.22,,,46,44,,7.32
2025-03-10,97,11.7,,,48,,,204,,,,6.06,,,,,,,,,,,,,1000,,<0.5,40,,27.1,0.96,,,42,41,,7.43
2025-03-11,95,12.8,,,150,,,438,,,,8.09,,,,,,,,,,,,,1000,,0.5,55,,26.8,0.65,,,124,117,,7.41
2025-03-12,95,26,3/19/2025 14:24,<0.0100,162,<0.0020,,522,<0.0050,<0.0100,0.0225,6.95,,,,<0.0060,,<0.00020,EPA-245.1,0.0192,0.0138,,,,1000,<0.0100,1.5,81,Waypoint Analytical LLC.,34.5,1.73,,,206,197,0.0777,7.40
2025-03-13,91,16.7,,,60,,,244,,,,4.99,,,,,,,,,,,,,1000,,<0.5,60,,30.3,0.32,,,63,57,,7.54
2025-03-14,95,18.6,,,50,,,233,,,,5.66,,,,,,,,,,,,,1000,,<0.5,,,27.1,0.37,,,54,51,,7.36
2025-03-15,94,13.9,,,92,,,325,,,,1.13,,,,,,,,,,,,,1000,,<0.5,,,21.1,3.15,,,105,99,,7.26
2025-03-16,98,13.9,,,78,,,163,,,,8.33,,,,,,,,,,,,,1000,,<0.5,,,22.1,3.14,,,45,44,,7.35
2025-03-17,92,11.7,,,61,,,134,,,,6.44,,,,,,,,,,,,,1000,,<0.5,,,22.4,0.00,,,29,27,,7.34
2025-03-18,96,35.1,,,75,,,206,,,,5.55,,,,,,,,,,,,,1000,,<0.5,51,,26.6,0.55,,,55,53,,7.50
2025-03-19,96.77419355,46.4,,,83,,,387,,,,5.15,,,,,,,,,,,,,1000,,<0.5,,,27.7,3.06,,,62,60,,7.65
2025-03-20,96,39.6,,,64,,,353,,,,4.38,,,,,,,,,,,,,1000,,<0.5,,,9.83,0.75,,,54,51,,7.53
2025-03-21,91,18.4,,,34,,,200,,,,4.96,,,,,,,,,,,,,1000,,<0.5,,,32.6,0.46,,,43,40,,7.44
2025-03-22,92,17.3,,,31,,,232,,,,6.85,,,,,,,,,,,,,1000,,<0.5,,,27.6,1.39,,,34,31,,7.40
2025-03-23,94,18.4,,,30,,,250,,,,6.07,,,,,,,,,,,,,1000,,<0.5,27,,29.3,3.20,,,31,29,,7.50
2025-03-24,96,31.6,,,36,,,269,,,,7.06,,,,,,,,,,,,,1000,,<0.5,34,,25.5,4.23,,,38,37,,7.54
2025-03-25,96,27.9,,,29,,,213,,,,5.43,,,,,,,,,,,,,1000,,<0.5,22,,33,0.00,,,24,23,,7.60
2025-03-26,91,19.1,,,26,,,193,,,,7.14,,,,,,,,,,,,,1000,,<0.5,18,,31.2,1.06,,,28,26,,7.50
2025-03-27,92,26.3,,,49,,,304,,,,7.34,,,,,,,,,,,,,1000,,<0.5,30,,27.2,0.66,,,61,56,,7.55
2025-03-28,94,45,,,268,,,592,,,,0.70,,,,,,,,,,,,,1000,,0.1,,,21.4,0.26,,,166,156,,7.48
2025-03-29,89,27,,,206,,,611,,,,5.06,,,,,,,,,,,,,1000,,7,138,,18,4.09,,,135,120,,7.47
2025-03-30,91,22.1,,,201,,,554,,,,6.79,,,,,,,,,,,,,1000,,13,84,,28.3,0.19,,,211,192,,7.39
2025-03-31,94,21.9,,,151,,,598,,,,7.90,,,,,,,,,,,,,1000,,2,47,,33.3,0.55,,,181,171,,7.39
2025-04-01,92,25.6,,,124,,,422,,,,6.68,,,,,,,,,,,14.8,9.64,1000,,1,35,,32.8,1.60,,40.4,137,126,,7.38
2025-04-02,91,33.7,,,196,,,620,,,,5.06,,,,,,,,,,,,,1000,,0.8,26,,20.4,1.49,,,202,183,,7.44
2025-04-03,92,23.3,,,259,,,768,,,,0.37,,,,,,,,,,,,,1000,,40,83,,22.1,2.96,,,356,328,,7.22
2025-04-04,89,9.8,,,54,,,190,,,,8.04,,,,,,,,,,,,,1000,,<0.5,20,,19.6,0.54,,,56,49,,7.04
2025-04-05,89,8.8,,,61,,,167,,,,8.81,,,,,,,,,,,,,1000,,<0.5,31,,23,0.39,,,51,45,,7.18
2025-04-06,81,9.35,,,58,,,150,,,,8.33,,,,,,,,,,,,,1000,,<0.5,38,,14.6,3.82,,,26,21,,7.01
2025-04-07,93,7.35,,,57,,,145,,,,8.71,,,,,,,,,,,,,1000,,<0.5,43,,19.9,3.94,,,38,36,,7.01
2025-04-08,94,9.5,,,67,,,182,,,,8.45,,,,,,,,,,,,,1000,,<0.5,42,,23.3,2.96,,,40,38,,7.17
2025-04-09,94,12.2,4/15/2025 13:54,<0.0100,36,<0.0020,,141,<0.0050,<0.0100,0.0077,8.40,,,,<0.0060,,<0.00020,EPA-245.1,0.0082,0.0201,,,,1000,<0.0100,<0.5,16.26,Waypoint Analytical LLC.,28,0.67,,,30,28,<0.0200,7.28
2025-04-10,75,17.8,,,34,,,159,,,,8.01,,,,,,,,,,,,,1000,,<0.5,21,,27.3,1.14,,,44,33,,7.34
2025-04-11,91,21.1,,,28,,,227,,,,7.95,,,,,,,,,,,,,1000,,<0.5,335,,32.4,1.87,,,27,24,,7.47
2025-04-12,99,23.6,,,23,,,152,,,,8.04,,,,,,,,,,,,,1000,,<0.5,24,,29.6,0.00,,,21,21,,7.41
2025-04-13,92,27.8,,,33,,,199,,,,7.76,,,,,,,,,,,,,1000,,<0.5,,,31.9,2.26,,,27,24,,7.59
2025-04-14,77,34.1,,,36,,,442,,,,8.52,,,,,,,,,,,,,1000,,<0.5,13,,30,1.59,,,31,24,,7.51
2025-04-15,87,40,,,124,,,520,,,,7.48,,,,,,,,,,,,,1000,,<0.5,50,,32.1,3.45,,,137,119,,7.50
2025-04-16,87.65432099,40.7,,,77,,,344,,,,7.43,,,,,,,,,,,,,1000,,<0.5,37,,28,2.88,,,81,71,,7.53
2025-04-17,93,35.3,,,45,,,270,,,,5.83,,,,,,,,,,,,,1000,,<0.5,,,28.2,1.27,,,40,37,,7.46
2025-04-18,92,29.4,,,53,,,296,,,,4.95,,,,,,,,,,,,,1000,,<0.5,,,29.5,1.75,,,56,52,,7.41
2025-04-19,98,36.2,,,44,,,270,,,,4.98,,,,,,,,,,,,,1000,,<0.5,,,32.8,0.19,,,53,52,,7.38
2025-04-20,99,38,,,36,,,266,,,,6.43,,,,,,,,,,,,,1000,,<0.5,,,31.5,2.84,,,39,39,,7.55
2025-04-21,100,42.8,,,41,,,260,,,,5.79,,,,,,,,,,,,,1000,,<0.5,83,,31.1,2.27,,,44,44,,7.50
2025-04-22,91,37.5,,,33,,,156,,,,7.32,,,,,,,,,,,,,1000,,<0.5,16,,32.3,0.27,,,37,34,,7.57
2025-04-23,94,39.9,,,34,,,238,,,,7.15,,,,,,,,,,,,,1000,,<0.5,67,,33.1,1.49,,,34,32,,7.58
2025-04-24,95,39.4,,,41,,,262,,,,8.19,,,,,,,,,,,,,1000,,<0.5,15,,32.5,0.23,,,44,42,,7.57
2025-04-25,91,34.4,,,36,,,1315,,,,4.14,,,,,,,,,,,,,1000,,<0.5,,,32.6,0.44,,,45,41,,7.46
2025-04-26,94,35.8,,,38,,,,,,,4.13,,,,,,,,,,,,,1000,,<0.5,,,35.8,1.43,,,49,46,,7.45
2025-04-27,96,35.2,,,32,,,255,,,,6.97,,,,,,,,,,,,,1000,,<0.5,,,35.8,0.48,,,42,40,,7.50
2025-04-28,95,34.2,,,31,,,186,,,,7.06,,,,,,,,,,,,,1000,,<0.5,13,,26.5,1.47,,,34,32,,7.49
2025-04-29,92,37.6,,,27,,,147,,,,7.55,,,,,,,,,,,,,1000,,<0.5,12,,35.9,1.32,,,30,28,,7.51
2025-04-30,95,39.6,,,31,,,224,,,,8.25,,,,,,,,,,,,,1000,,<0.5,23,,33.3,1.69,,,30,28,,7.65
2025-05-01,96,38.4,,,23,,,220,,,,7.13,,,,,,,,,,,<1.00,2.72,1000,,<0.5,>9,,31.6,0.27,,39.2,26,25,,7.36
2025-05-02,96,40.6,,,32,,,213,,,,5.18,,,,,,,,,,,,,1000,,<0.5,,,33.3,2.33,,,30,29,,7.45
2025-05-03,100,38.1,,,32,,,244,,,,5.17,,,,,,,,,,,,,1000,,<0.5,,,36.7,2.28,,,31,31,,7.41
2025-05-04,100,32.9,,,32,,,206,,,,4.05,,,,,,,,,,,,,1000,,<0.5,,,27.2,3.16,,,28,28,,7.48
2025-05-05,97,33.9,,,27,,,215,,,,5.69,,,,,,,,,,,,,1000,,<0.5,17,,28.7,1.02,,,29,28,,7.59
2025-05-06,99,,,,29,,,239,,,,8.01,,,,,,,,,,,,,1000,,<0.5,16,,,2.27,,,27,27,,7.62
2025-05-07,100,27.6,,,6,,,150,,,,8.44,,,,,,,,,,,,,1000,,<0.5,23,,31.1,2.20,,,18,18,,7.57
2025-05-08,92,31.2,,,33,,,157,,,,8.21,,,,,,,,,,,,,1000,,<0.5,15,,31.3,1.22,,,16,15,,7.57
2025-05-09,94,33.8,,,14,,,440,,,,7.36,,,,,,,,,,,,,1000,,<0.5,,,33.3,0.88,,,17,16,,7.64
2025-05-10,96,18.6,,,22,,,463,,,,6.26,,,,,,,,,,,,,1000,,<0.5,,,9.88,2.79,,,16,16,,7.18
2025-05-11,90,38.1,,,19,,,174,,,,8.51,,,,,,,,,,,,,1000,,<0.5,,,34,2.17,,,21,19,,7.67
2025-05-12,98,29.1,,,26,,,187,,,,7.76,,,,,,,,,,,,,1000,,<0.5,43,,34.3,0.18,,,28,27,,7.55
2025-05-13,78,20,,,51,,,146,,,,5.97,,,,,,,,,,,,,1000,,1,36,,30.1,1.34,,,104,81,,7.24
2025-05-14,92,27.5,5/15/2025 14:52,<0.0100,24,<0.0020,,103,<0.0050,<0.0100,0.0097,7.87,,,,<0.0060,,<0.00020,EPA-245.1,0.012,0.0179,,,,1000,<0.0100,<0.5,13,Waypoint Analytical LLC.,31.8,0.16,,,31,28,0.0312,7.51
2025-05-15,90,32.9,,,42,,,181,,,,7.89,,,,,,,,,,,,,1000,,<0.5,16,,33.7,3.13,,,46,41,,7.59
2025-05-16,95,28.3,,,27,,,217,,,,8.69,,,,,,,,,,,,,1000,,<0.5,,,34.9,3.83,,,28,27,,7.63
2025-05-17,100,20.9,,,19,,,221,,,,8.94,,,,,,,,,,,,,1000,,<0.5,,,30.7,0.99,,,20,20,,7.60
2025-05-18,93,18.4,,,19,,,128,,,,5.01,,,,,,,,,,,,,1000,,<0.5,,,31.3,2.61,,,16,15,,7.58
2025-05-19,69,16.8,,,140,,,215,,,,8.90,,,,,,,,,,,,,1000,,14,45,,36.3,2.86,,,47,32,,7.28
2025-05-20,94,12.4,,,199,,,249,,,,7.99,,,,,,,,,,,,,1000,,25,16,,34.1,4.23,,,107,100,,7.58
2025-05-21,87,10.3,,,49,,,210,,,,5.35,,,,,,,,,,,,,1000,,1,13,,26,1.07,,,78,68,,7.38
2025-05-22,90,,,,17,,,345,,,,6.11,,,,,,,,,,,,,1000,,<0.5,12,,,0.99,,,14,13,,7.56
2025-05-23,83,,,,18,,,,,,,6.75,,,,,,,,,,,,,1000,,<0.5,,,,1.67,,,13,10,,7.56
2025-05-24,87,,,,22,,,132,,,,7.89,,,,,,,,,,,,,1000,,<0.5,,,,2.58,,,31,27,,7.34
2025-05-25,75,,,,32,,,132,,,,5.37,,,,,,,,,,,,,1000,,<0.5,,,,0.64,,,63,47,,7.25
2025-05-26,95,,,,,,,150,,,,,,,,,,,,,,,,,1000,,<0.5,,,,2.46,,,24,23,,
